id,Titel,Body,Kategorie,Datum,Quelle
133,Trump says new trade pact to support 'hundreds of thousands' of U.S. jobs,"U.S. President Donald Trump on Monday touted the newly reached trade deal with Canada and Mexico that will replace NAFTA as a massive job engine, creating positions across the manufacturing, agriculture, technology and financial services sectors. U.S. President Donald Trump delivers remarks on the United States-Mexico-Canada Agreement (USMCA) during a news conference in the Rose Garden of the White House in Washington, U.S., October 1, 2018. REUTERS/Kevin Lamarque“These measures will support many - hundreds of thousands - American jobs,” he said at a news conference at the White House. “It means far more American jobs, and these are high-quality jobs.” The three countries came to the final deal, which Trump called the “most modern, up-to-date and balanced trade agreement” in U.S. history, late on Sunday. Trump plans to sign it by the end of November.   Trump said the deal will give U.S. farmers greater access to export wheat, poultry, eggs and dairy, while also turning North America into a “manufacturing powerhouse” and ensuring higher wages for auto workers. He also said that Mexico and Canada have agreed to labor, intellectual property and environmental provisions in the new agreement.  Trump said the NAFTA rewrite would not have been reached without tariffs, adding that, even though possible tariffs have given the United States strong trade leverage, the country may not need to use them.    ",Politik,2018-10-01 00:00:00,Reuters
134,U.S. sues after California governor signs 'net neutrality' law,"The U.S. Justice Department late on Sunday filed suit after California Governor Jerry Brown signed legislation to restore open internet protections known as net neutrality in the state after the Trump administration repealed the rules in December 2017. This marked the latest clash between the Trump administration and California, which have sparred over environmental, immigration and other hot-button issues. U.S. Attorney General Jeff Sessions said on Sunday in a statement that “states do not regulate interstate commerce — the federal government does. Once again the California legislature has enacted an extreme and illegal state law attempting to frustrate federal policy.” California’s net neutrality law is set to take effect on Jan. 1, but the Justice Department late Sunday in a court filing sought a preliminary injunction to block it from taking effect, warning that internet companies “cannot realistically comply with one set of standards in this area for California and another for the rest of the nation — especially when internet communications frequently cross multiple jurisdictions.” The government said that California sought to “second-guess” the federal government and warned “the effect of this state legislation would be to nullify federal law across the country.” In December, the Federal Communications Commission said in repealing the Obama-era rules that it was preempting states from setting their own rules governing internet access. California Attorney General Xavier Becerra said on Sunday the Trump Administration was ignoring “millions of Americans who voiced strong support for net neutrality rules” while  California, which is “home to countless start-ups, tech giants and nearly 40 million consumers - will not allow a handful of power brokers to dictate sources for information or the speed at which websites load.” The Trump administration rules were a win for providers like Comcast Corp (CMCSA.O), AT&T Inc (T.N) and Verizon Communications Inc (VZ.N), but the net neutrality repeal was opposed by internet companies like Facebook Inc (FB.O), Amazon.com Inc (AMZN.O) and Alphabet Inc (GOOGL.O).  Slideshow (2 Images)In March, Brown accused the Trump administration of essentially declaring war on the most populous U.S. state after the Justice Department sued to stop policies that protect illegal immigrants against deportation. Under President Donald Trump, the FCC voted 3-2 in December along party lines to reverse rules that barred internet service providers from blocking or throttling traffic or offering paid fast lanes, also known as paid prioritization. FCC Chairman Ajit Pai, who led the effort to reverse net neutrality, said in a statement on Sunday that “not only is California’s internet regulation law illegal, it also hurts consumers. The law prohibits many free-data plans, which allow consumers to stream video, music, and the like exempt from any data limits.” Gigi Sohn, a former senior aide to FCC Chairman Tom Wheeler, who ran the agency when the net neutrality rules were adopted, said the California law “is now the model for all future state and federal legislation ... this is what internet users across the political spectrum have said they want by overwhelming majorities.” Jonathan Spalter, who heads USTelecom, an industry trade group, said California’s law will not “help advance the promise and potential of California’s innovation DNA.”  He argued that instead of 50 separate state laws, “we need Congress to step up with a national framework for the whole internet ecosystem and resolve this issue once and for all.” In August, 22 states and a coalition of trade groups representing major tech companies urged a federal appeals court to reinstate the rules. Oral arguments are set for February 1. The U.S. Senate voted in May to reinstate the net neutrality rules, but the measure is unlikely to be approved by the House of Representatives and the White House also opposes it. The FCC in December handed ISPs sweeping new powers to recast how Americans use the internet, as long as they disclose changes. The new rules took effect in June but providers have made no changes in access.     ",Politik,2018-10-01 00:00:00,Reuters
135,"At U.N., U.S. at odds with China, Russia over North Korea sanctions","U.S. Secretary of State Mike Pompeo warned members of the United Nations Security Council on Thursday that they must “set the example” by enforcing sanctions on North Korea as China and Russia suggested the council consider easing the tough measures. China and Russia said the council should reward Pyongyang for the “positive developments” this year with U.S. President Donald Trump and North Korean leader Kim Jong Un having met in June and Kim pledging to work toward denuclearization. Pompeo chaired a meeting of the 15-member council on the sidelines of the annual U.N. gathering of world leaders after meeting with his North Korean counterpart Ri Yong-ho on Wednesday. Pompeo plans to travel to Pyongyang next month. But until Pyongyang gives up its nuclear weapons program, Pompeo said: “Enforcement of Security Council sanctions must continue vigorously and without fail until we realize the fully, final, verified denuclearization.”  “The members of the council must set the example on that effort,” Pompeo said. Earlier this month, U.S. Ambassador to the United Nations Nikki Haley accused Russia of cheating on U.N. sanctions on North Korea. The Security Council has unanimously boosted sanctions since 2006 in a bid to choke off funding for Pyongyang’s nuclear and ballistic missile programs. The Chinese government’s top diplomat Wang Yi noted that there are provisions in Security Council resolutions for the body to modify sanctions if North Korea complies. He said that “given the positive developments” China believed the council “needs to consider invoking in due course this provision to encourage the DPRK and other relevant parties to move denuclearization further ahead,” using North Korea’s official name of Democratic People’s Republic of Korea (DPRK). However, U.S. Deputy Secretary of State John Sullivan said later on Thursday that the council resolutions on North Korea do not provide for any exceptions. Russian Foreign Minister Sergei Lavrov backed his Chinese colleague. Lavrov said that “any negotiation is a two-way street. Steps by the DPRK towards gradual disarmament should be followed by the easing of sanctions.” He was also critical of several U.S. attempts to tighten U.N. sanctions on North Korea in recent months.  In July, Russia and China delayed a U.S. push for the council’s sanctions committee to order a halt to refined petroleum exports to North Korea, asking for more detail on a U.S. accusation that Pyongyang breached sanctions, diplomats said. Then last month, Russia and China objected to a U.S. proposal to add a Russian bank, a Moscow-based North Korean banker and two other entities to a U.N. Security Council blacklist, diplomats said. “Further increase of sanctions goes beyond cutting off financing of banned missile and nuclear programs, and is in fact a threat to North Korean citizens and would bring extreme socio-economic and humanitarian suffering,” Lavrov said.  Lavrov said the Security Council should send a clear signal in support of the positive momentum on the Korean Peninsula.  “This could be done, for example, by adopting a relevant resolution and we want to prepare a draft of such a resolution and propose it to the Security Council,” he said. Sweden’s Foreign Minister Margot Wallstrom, speaking at the same meeting, agreed that the council should recognize that “recent progress has shown that is possible to diffuse tensions through dialogue and cooperation.” Diplomats have said the United States did not want the Security Council to issue a statement on the developments. U.S. Secretary of State Mike Pompeo speaks as he chairs a meeting of the United Nations Security Council held during the 73rd session of the United Nations General Assembly at U.N. headquarters in New York, U.S., September 27, 2018.  REUTERS/Brendan McDermid",Politik,2018-09-27 00:00:00,Reuters
136,"With opinion split, tariffs are a tough sell in America's Rust Belt: Reuters/Ipsos poll","Politicians in America’s Rust Belt will likely struggle to capitalize on U.S. President Donald Trump’s trade war in November’s congressional elections, with a September poll showing voters in the region are cool on the effect of tariffs. Water flows out as a steel slab is cooled at a steel mill in Farrell, Pennsylvania, U.S., March 9, 2018. REUTERS/Aaron Josefczyk A Reuters/Ipsos/UVA Center for Politics Poll found that a plurality of voters in Indiana, Michigan, Ohio, Pennsylvania, and Wisconsin - states in America’s industrial heartland that backed Trump in the 2016 presidential election - thought tariffs were not good for themselves or their families. Support for tariffs among likely voters - people who have been identified as most likely to take part in the upcoming election - varied from 33 percent in Pennsylvania to 38 percent in Michigan. In all states, more were negative on tariffs, varying from 44 percent in Indiana to 50 percent in Wisconsin.  “Trade and tariffs aren’t this powerfully positive issue for the President and Republicans; if anything they are viewed as counterproductive to the people and places that elected Trump,” said John Austin, Michigan-based Nonresident Brookings Institute Senior Fellow, based on the survey and anecdotal evidence. Trade and tariffs have become a thorny issue for congressional candidates as they seek to win votes in the mid-term elections. On the presidential campaign trail, many Rust Belt voters cheered Trump’s criticism of international trade agreements as being bad for the United States. However, new deals have proven tough to strike. Trump’s tariffs on imported steel and aluminum have allowed U.S. producers to raise their prices, but hiked costs for manufacturers of cars and other goods. U.S. exporters are also facing retaliatory tariffs from China and others. While support for tariffs was more pronounced among Republicans than Democrats, the issue is not turning into an automatic slam-dunk for Republicans. Among Republican-voting respondents in the poll, only a little over half in some Rust Belt states thought tariffs were good for their families - 53 percent in Indiana and 51 percent in Pennsylvania. It was slightly more in Ohio at 57 percent. Approval was higher in Michigan at 59 percent and Wisconsin, at 60 percent. A poll released on Wednesday showed a majority of likely voters in Pennsylvania, Wisconsin, Ohio, Michigan and Indiana disapprove of Trump. Indiana Republican Mike Braun, running against Democratic Senator Joe Donnelly, was quoted in the Indianapolis Star in February as saying that tariffs were a ""mistake"" because they provoke retaliation. Braun's campaign did not respond to a request for comment about his views on tariffs. His opponent, a pro-union Democrat who has in the past favored trade protection measures, has said he is concerned about the president's actions. Likely-voter poll respondents were more inclined to think that international trade created jobs rather than caused job losses. Yet a majority of respondents in each state also thought international trade hurts average Americans because it keeps wages down due to the cheaper cost of foreign labor. Chad P. Bown, a senior fellow at the Peterson Institute for International Economics in Washington, said tariffs and trade can be a misunderstood topic and it was “entirely plausible that trade is not a big part of the midterm elections.” “I spend most of my time thinking about international trade but most people don’t,” Bown said. Michigan and Indiana have particularly high international trade exposure, according to Moody’s credit agency, which said Michigan had international trade account for 38 percent of its gross domestic product, while Indiana had 24 percent. The state polls were conducted online, in English, from Sept. 12 to Sept. 21. They surveyed between 1,074 and 1,181 likely voters in each of five states and weighted the responses according to the latest government population estimates.  Reuters PollingMore data-driven stories from Reuters",Politik,2018-09-27 00:00:00,Reuters
137,Trump accuses China of 2018 election meddling; Beijing rejects charge,"U.S. President Donald Trump on Wednesday accused China of seeking to meddle in the Nov. 6 U.S. congressional elections, saying Beijing did not want his Republican Party to do well because of his pugnacious stance on trade. “China has been attempting to interfere in our upcoming 2018 election, coming up in November. Against my administration,”  Trump told a U.N. Security Council meeting whose ostensible subject was nonproliferation of weapons of mass destruction. Chairing the Council for the first time, Trump made no reference to suspected Russian meddling in the 2016 U.S. election and provided no evidence for his allegation about China, which Beijing immediately rejected during the same meeting. “We did not and will not interfere in any country’s domestic affairs. We refuse to accept any unwarranted accusations against China,” the Chinese government’s top diplomat Wang Yi told the Council. The United States and China are embroiled in a trade war, sparked by Trump’s accusations that China has long sought to steal U.S. intellectual property, limit access to its own market and unfairly subsidize state-owned companies. Later on Wednesday, Trump referred to a Chinese government-run media company’s four-page supplement in the Sunday Des Moines Register promoting the mutual benefits of U.S.-China trade. The practice of foreign governments buying space in U.S. newspapers to promote trade is common and differs from a clandestine operation run by a national intelligence agency. Verwandte ThemenChina says does not interfere in other countries' internal affairs“China is actually placing propaganda ads in the Des Moines Register and other papers, made to look like news,” Trump said in a Twitter post. In a Des Moines Register article about the advertising supplement, Carol Hunter, executive editor of the newspaper, said the placement was not surprising. “It’s not surprising that China Daily sought to place advertising with the Des Moines Register, because the Register is Iowa’s largest news organization and Iowa farmers are disproportionately affected by China’s tariffs,” Hunter said. A senior Trump administration official said China uses political, economic, commercial, military and information tools to influence U.S. public opinion and promote the interests of the Chinese government and Communist Party. U.S. Vice President Mike Pence plans to make a speech next week detailing the allegations, said the official, who spoke to reporters on condition of anonymity, saying the U.S. government was working to declassify further information on the matter. During an evening news conference, Trump described Chinese President Xi Jinping as a friend, prompting a reporter to ask how that could be the case given the allegations of meddling. “Maybe he’s not any more, I’ll be honest with you,” Trump replied.  U.S. President Donald Trump speaks as he chairs a meeting of the United Nations Security Council held during the 73rd session of the United Nations General Assembly at U.N. headquarters in New York, U.S., September 26, 2018. REUTERS/Eduardo MunozIRAN: U.S. ‘ABUSED’ COUNCIL SESSION Trump also used the Security Council session to defend the U.S. withdrawal in May from a 2015 international nuclear deal with Iran, hint at progress in U.S. efforts to curb North Korea’s nuclear program, and to criticize Iran and Russia for supporting Syrian President Bashar al-Assad in the country’s war, now in its eighth year. “The Syrian regime’s butchery is enabled by Russia and Iran,” Trump said. Iranian Foreign Minister Mohammad Javad Zarif responded in a Twitter post, saying the United States had “abused” the Council and is “further isolated.” Trump’s allegation of Chinese election meddling came as a surprise during a formal meeting around the Security Council’s horseshoe table that was expected to concentrate on the spread of nuclear, chemical and biological weapons. “They do not want me or us to win because I am the first president ever to challenge China on trade and we are winning on trade, we are winning at every level. We don’t want them to meddle or interfere in our upcoming election,” said Trump, who is attending the U.N.’s annual gathering of world leaders. Trump himself is not up for re-election until 2020 but November’s voting will decide whether his Republican Party can keep control of the U.S. House of Representatives and the Senate. Some opinion polls show that the Democratic Party could make a strong showing, notably in the House. In the latest salvo in the trade dispute, U.S. tariffs on $200 billion worth of Chinese goods and retaliatory taxes by Beijing on $60 billion worth of U.S. products kicked in on Monday, unnerving global financial markets. During his roughly 10-minute speech, Trump made no reference to U.S. allegations against Russia concerning the election that brought him to power. Slideshow (2 Images)Speaking later to reporters, Trump said: “They (China) are trying to meddle in our elections. And we’re not going to let that happen, just as we’re not going to let that happen with Russia.” Trump’s presidency has been dogged by the Russian issue, which led to an investigation by U.S. Special Counsel Robert Mueller into potential collusion between Moscow and the Trump campaign, which Trump rejects. Moscow denies interfering. ",Politik,2018-09-26 00:00:00,Reuters
138,UK Brexit minister says Britain needs a credible response from EU,"Britain is waiting for a credible response from the European Union to the government’s proposals on the future trading arrangement, Brexit minister Dominic Raab said on Monday. FILE PHOTO: Britain's Secretary of State for Exiting the European Union, Dominic Raab gestures during his speech outlining the government's plans for a no-deal Brexit in London, Britain. Aug 23, 2018. REUTERS/Peter Nicholls/File PhotoAmid deep divisions at home over Prime Minister Theresa May’s Brexit plans, Raab also said there was a desire for the ruling Conservatives to present a united front at their annual conference in Birmingham. ",Weltnachrichten,2018-10-01 00:00:00,Reuters
139,UK's Brexit minister Raab tells EU: Do not try to bully us,"Britain’s Brexit minister warned the European Union on Monday against trying to bully the United Kingdom into signing a divorce deal that would undermine the unity of the country. Britain's Secretary of State for Exiting the European Union Dominic Raab delivers his keynote address to the Conservative Party Conference in Birmingham, Britain, October 1, 2018. REUTERS/Toby Melville“If the only offer from the EU threatens the integrity of our Union then we will be left with no choice but to leave with no deal,” Raab told the Conservative Party conference in the English city of Birmingham. “What is unthinkable is that this government, or any British government, could be bullied by the threat of some kind of economic embargo, into signing a one-sided deal against our country’s interests,” Raab said. “I find it hard to believe that they would, for narrow political ends, seek to punish Britain in such a crass and counterproductive way,” he said. Verwandte ThemenUK Brexit Minister tells EU to get serious in Brexit talksFrench watchdog says EU market rules need overhaul after Brexit",Weltnachrichten,2018-10-01 00:00:00,Reuters
140,French watchdog says EU market rules need overhaul after Brexit,"Britain’s departure from the European Union next March will force a full review of the bloc’s sweeping new rules for markets, including tougher market-access conditions for foreign trading platforms, a top French regulator said on Monday. Robert Ophele, chairman of France’s AMF markets watchdog, said Brexit will force the EU to undertake a complete review of the so-called MiFID II rules. “I don’t think there is a need for a major overhaul of MiFID, but clearly there are some quick fixes, some elements that should be adapted,” Ophele told a conference held by AFME, a banking industry body. The MiFID rules, which run to hundreds of pages, were only introduced in January, a year late, because of the complexity and the cost for trading firms, banks and even regulators to implement them. France is actively courting banks based in Britain that are opening EU hubs to avoid Brexit disruption, hoping they will base their trading operations in Paris. Ophele said legislative fixes were needed to stop market participants circumventing the rules and to improve the quality of transaction data. “MiFID II may be a complex piece of law, but that does not mean we should shy away from re-opening it and fixing deficiencies where evidence may show that we have gone too far or have generated unintended consequences,” Ophele told an industry event in London. MiFID II has introduced caps on trading shares in the “dark” or away from transparent platforms like stock exchanges, but Brexit will mean that much of that trading will no longer be in the bloc. “In the light of this, it makes sense to question whether MiFID II’s quantitative calibrations will be relevant tomorrow when the UK is no longer in the EU,” Ophele said. TOUGHER EQUIVALENCE Waivers from MiFID rules affecting commodities trading will also need to be revisited given that nearly all metals, oil and coal derivatives are traded in London, Ophele said. MiFID allows trading firms based outside the EU to serve customers in the bloc if their home rules are aligned or “equivalent” to the bloc’s own regulation. Ophele said that foreign firms should be made to comply with more of MiFID’s reporting and trading obligations for derivatives and shares in order to qualify, dashing UK hopes of an easing of the equivalence regime. Separately on Monday, the EU’s securities watchdog ESMA published a letter dated Sept. 26 to the European Commission that also called for tougher application of MiFID to non-EU firms that serve investors in the bloc. So-called reverse solicitation, or where a non-EU firm is allowed to serve an EU customer that had initiated the initial contact, should also be reviewed, ESMA said.  MiFID “does not ensure a consistent and convergent level of protection to investors interacting with third country firms”, ESMA added. Brussels will only decide if a foreign firm is equivalent if it has cooperation agreements with its regulator. Ophele said firms should assume there will be such an agreement between supervisors in the EU and Britain’s Financial Conduct Authority. ",Weltnachrichten,2018-10-01 00:00:00,Reuters
141,No-deal Brexit would cost European firms up to $18 billion: UK trade minister,"European companies face potential tariffs of as much as 14 billion pounds ($18.28 billion) a year if the Britain and the European Union fail to reach a trade agreement, Britain’s trade minister Liam Fox said on Monday. “If we got no agreement with the European Union that would be very harmful to European trade too. European businesses would have to pay tariffs to access the UK’s market, possibly to the tune of as much as 14 billion pounds a year,” Fox told BBC TV. “That is quite a big business tax to apply to European businesses. It is everyone’s interest that we reach an agreement and do it as quickly as possible.”  Reporting By Andrew MacAskill; editing by Michael Holden",Weltnachrichten,2018-10-01 00:00:00,Reuters
142,Mexico readies 'industrial policy' to adapt to USMCA trade deal,Incoming Mexican foreign minister Marcelo Ebrard on Monday said the government that takes office in December will promote an active industrial policy to help small companies adapt to rules in the new United States-Mexico-Canada Agreement trade deal. Ebrard did not give details of the planned industrial policy. ,Politik,2018-10-01 00:00:00,Reuters
143,'How We Mourned' memorializes Las Vegas mass shooting,"The teddy bears belonged in a child’s bedroom, the votive candles in a local church. Instead, they were among the thousands of items left by the grieving near the site of the largest mass shooting in modern American history. FILE PHOTO: The ""Welcome to Las Vegas"" sign is surrounded by flowers and items, left after the October 1 mass shooting, in Las Vegas, Nevada, U.S. October 9, 2017.   REUTERS/Las Vegas Sun/Steve Marcus/File PhotoThey are now part of “How We Mourned,” a somber exhibit at the Clark County Museum that helps mark the first anniversary of the Oct. 1, 2017 shooting spree that killed 58 people and wounded over 800 at an outdoor festival on the Las Vegas Strip. Stephen Paddock, 64, a retired real estate investor, poured gunfire from his 32nd-floor hotel suite into a crowd of 20,000 people attending the Route 91 Harvest festival last Oct. 1, then killed himself before police stormed his room. In August, authorities closed their investigation without an explanation for what motivated Paddock. After the carnage, scores of Las Vegas residents and visitors placed an eclectic array of offerings in various areas of the gambling mecca, including the traffic island that’s home to the iconic “Welcome to Fabulous Las Vegas” sign.  Museum Administrator Mark Hall-Patton said only a relatively small portion of the more than 15,000 items collected - approximately 3,000 - were displayed in the exhibit.  With 25 volunteers spending 7,000 hours sorting, photographing and cataloguing what Hall-Patton called trailerloads of items, the artifacts will eventually be placed in storage and made available for study. “Anything that could be saved, we saved,” Hall-Patton said. “We’re not done yet.”  The exhibit is on display until Feb. 28. The items include everything from stuffed animals, painted rocks and artificial flower bouquets to T-shirts, cowboy hats, whiskey bottles and rosaries.  Schools from as far away as Canada sent letters expressing sympathy. A group from Hawaii brought a peace lei hundreds of yards long, with 58 white crosses. Contributions have come in from around the world. “This is an international exhibit,” Hall-Patton said, noting tourists “flew into town from overseas” just to present their offerings and pay their respects.” Many of the items, including a large hand-painted “Vegas Strong” banner signed by hundreds of well-wishers, were created without a thought given to preservation for future generations. “One of the challenges we have is, how are we going to preserve that?” he said. “They were looked at as a short-term statement of care.” Sorting through the vast assortment of items from such an emotional time in the community’s history was at times difficult, he said. “It affects everybody,” Hall-Patton said. “You walk away sometimes. But this is what we do.”  ",Inlandsnachrichten,2018-09-29 00:00:00,Reuters
144,New Fiat Chrysler boss picks team to tackle industry in flux,"Fiat Chrysler’s (FCHA.MI) new boss unveiled his management team on Monday, seeking to revive the automaker in Europe, forge ahead in North America and keep the group in contention in the industry’s race to develop self-driving and electric cars.  Mike Manley took over in July after long-time chief Sergio Marchionne fell ill and later died after succumbing to complications from surgery. British-born Manley has since pledged to carry through a strategy Marchionne outlined in June to keep FCA “strong and independent”. “The next five years will continue to be extremely challenging for our industry, with tougher regulations, intense competition and probably slower industry growth around the world,” Manley said in a letter to employees on Monday.  “Nevertheless, with a laser focus on execution and a continued flexibility that allows us to adjust as circumstances change  ... we have a clear line of sight to achieving our five-year ambitions.”     Manley appointed Pietro Gorlier, thus far head of FCA’s components business, as FCA’s next European chief to tackle a region where profitability is below that of peers, many workers are stuck in furloughs and various plants run at below capacity. Gorlier succeeds Alfredo Altavilla who left after Manley’s appointment. At Magneti Marelli, the parts unit that FCA may either spin off or sell, Gorlier will be succeeded by the parts maker’s lighting division head Ermanno Ferrari. Japan’s Calsonic Kansei has been in talks with FCA about buying the unit, sources familiar with the matter have said, but no binding agreement has been reached and the deal could still fall apart.  Choosing an Italian as head of Europe might soothe some fears in Italy that FCA could weaken its link to Fiat’s roots.  In his last strategy unveiled in June, Marchionne vowed to convert Italian plants to churn out Alfa Romeos, Jeeps and Maseratis instead of less profitable mass-market vehicles to preserve jobs and boost margins. Europe will also become a big part of the company’s electrification drive. FCA will copy in Europe what worked in the United States, where it retooled plants to build pricier SUVs and trucks in a move since emulated by bigger rivals Ford (F.N) and GM (GM.N). JEEP Manley also named new managers at Jeep and RAM, the two brands which have been driving profits in recent years.  Tim Kuniskis was named head of Jeep North America, while Reid Bigland was named head of trucks brand RAM.  Manley, who looked after Jeep and RAM before becoming CEO, will continue to keep an eye on Jeep, as no global head for FCA’s most lucrative brand was named. FCA shares were up 3.4 percent by 1407 GMT. With Kuniski’s appointment “we have all of our regions covered by Jeep brand executives who oversee day-to-day operations and Jeep product strategy in each region”, a spokesman said, adding Manley and the group executive council would ensure regional and brand objectives were in line with its business plan. FCA said in June it would ramp up production of SUVs and invest billion of euros in electric and hybrid cars in a bid to double operating profit by 2022. Marchionne said at the time that sales at Jeep, which will launch nine new products and enter three new segments, could double by then from the 1.4 million vehicles sold in 2017. Kuniskis will also remain in charge of Alfa Romeo, while Harald Wester, current chief technology officer, will take on an additional role of leading luxury brand Maserati.  Manley and his team have big shoes to fill: Marchionne achieved what many thought impossible, most notably his huge gamble just over a decade ago when he set in motion the marriage between the then-ailing Fiat with bankrupt U.S. rival Chrysler.  It is now the world’s seventh-largest carmaker and is debt-free, but not without challenges ahead.  FCA cut its full-year profit outlook in July, blaming a weaker-than-expected performance in China, a market that represents one of the new CEO’s immediate headaches. ",Top-Nachrichten,2018-10-01 00:00:00,Reuters
145,UK Brexit minister confident Britain has time to get good Brexit deal,"British Brexit minister Dominic Raab said on Monday that he was confident there is time for Britain to get a good deal in negotiations to leave the European Union Britain's Secretary of State for Exiting the European Union Dominic Raab delivers his keynote address to the Conservative Party Conference in Birmingham, Britain, October 1, 2018. REUTERS/Toby Melville“I am confident we still have plenty of time left to do a good deal,” Raab told BBC TV at the ruling Conservative Party’s annual conference. ",Weltnachrichten,2018-10-01 00:00:00,Reuters
146,"Desperate Indonesians flee quake zone, with scale of disaster unclear","Indonesia scrambled on Monday to get help into quake-hit Sulawesi island as survivors streamed away from their ruined homes and accounts of devastation filtered out of remote areas, including the death of 34 children at a Christian camp. The confirmed death toll of 844 was certain to rise as rescuers reached devastated outlying communities hit on Friday by a 7.5 magnitude earthquake and subsequent tsunami waves as high as six meters (20 feet). Dozens of people were reported to be trapped in the rubble of several hotels and a mall in the small city of Palu, 1,500 km (930 miles) northeast of Jakarta. Hundreds more were feared buried in landslides that engulfed villages. Of particular concern is Donggala, a region of 300,000 people north of Palu and close to the epicenter of the quake, and two other districts, where communication had been cut off. The four districts have a combined population of about 1.4 million. One woman was recovered alive from ruins overnight in the Palu neighborhood of Balaroa, where about 1,700 houses were swallowed up when the earthquake caused soil to liquefy, the national rescue agency said. “We don’t know how many victims could be buried there, it’s estimated hundreds,” said Sutopo Purwo Nugroho, spokesman for the National Disaster Mitigation Agency. All but 23 of the confirmed deaths were in Palu, a city of about 380,000 people, where workers were preparing a mass grave to bury the dead as soon as they were identified. Verwandte ThemenTsunami warning failed on 'last mile': German geosciences centerChaotic scenes in quake-hit Indonesia as bodies lie unclaimedIndonesia says it needs more heavy equipment, rescuers in quake zoneNearly three days after the quake, the extent of the disaster was not known with authorities bracing for the toll to climb - perhaps into the thousands - as connections with remote areas up and down the coast are restored. Aid worker Lian Gogali, who had reached Donggala district by motorcycle, said hundreds of people facing a lack of food and medicine were trying to get out, but evacuation teams had yet to arrive and roads were blocked. “It’s devastating,” she told Reuters by text. Indonesian Red Cross spokeswoman Aulia Arriani said a church in an area of Sigi, south of Palu, had been engulfed in mud and debris. Officials said the area suffered liquefaction, when the shock of the quake temporarily destabilizes the soil. “My volunteers found 34 bodies ... children who had been doing a bible camp,” Arriani said. Sulawesi is one of the earthquake-prone archipelago nation’s five main islands and sits astride fault lines. Numerous aftershocks have rattled the region. Pictures showed expanses of splintered wood, washed-up cars and trees mashed together, with rooftops and roads split asunder. Access to many areas is being hampered by damaged roads, landslides and collapsed bridges. AIRPORT CHAOS A Reuters witness said queues at petrol stations on the approaches to Palu stretched for miles. Convoys carrying food, water and fuel awaited police escorts to prevent pilfering before heading toward the city while residents streamed out. The state energy company said it was airlifting in 4,000 liters of fuel, while Indonesia’s logistics agency said it would send hundreds of tonnes of rice. The government has allocated 560 billion rupiah ($37.58 million) for the recovery. Local residents affected by the earthquake and tsunami wait to be airlifted out by a military plane at Mutiara Sis Al Jufri Airport in Palu, Central Sulawesi, Indonesia, October 1, 2018. REUTERS/Athit PerawongmethaThe government has played down worries about looting though witnesses have seen incidents. Chief security minister Wiranto said more than 2,800 troops had been deployed and plans were in place to send in a further 2,000 police. The government would accept offers of help from 18 countries and it had also commandeered 20 excavators from mines and plantations to help with a shortage of equipment to dig through wreckage and clear blocked roads, he said. Nearly 60,000 people were displaced, many terrified by powerful aftershocks, and they needed tents, water and sanitary facilities, while the power utility was working to restore electricity, he said. Commercial flights have yet to resume but military aircraft were taking people out of Palu. About 3,000 people thronged the small airport hoping to get out and officers struggled to keep order. “I’d get a plane anywhere. I’ve been waiting for two days. Haven’t eaten, barely had a drink,” said 44-year-old food vendor Wiwid. Indonesia is all too familiar with earthquakes and tsunamis. A quake in 2004 triggered a tsunami across the Indian Ocean that killed 226,000 people in 13 countries, including more than 120,000 in Indonesia. Palu sits astride the Palu-Koro fault, which runs north-south along the edge of Palu Bay. Geologists estimate segments of the fault have a slip that is among the highest in Indonesia, at 4 cm (1.6 inches) a year, exposing the area to a higher risk of quakes. Questions are sure to be asked why warning systems set up after the 2004 disaster appear to have failed. Disaster agency spokesman Nugroho told reporters on Sunday none of Indonesia’s tsunami buoys, one device used to detect waves, had been operating since 2012. He blamed a lack of funds. Slideshow (24 Images)The meteorological and geophysics agency BMKG issued a tsunami warning after the quake but lifted it 34 minutes later, drawing criticism it had been too hasty. However, officials estimated the waves had hit while the warning was in force.   ",Weltnachrichten,2018-10-01 00:00:00,Reuters
147,Tsunami warning failed on 'last mile': German geosciences center,"Tsunami warnings to the local population of quake-hit Sulawesi island failed on the “last mile”, causing many to be surprised by waves as high as six meters (20 feet), according to a German research center that developed a warning system used by Indonesia. People search through debris in a residential area following an earthquake and tsunami in Palu, Central Sulawesi, Indonesia. Antara Foto/Darwin Fatir/via REUTERSQuestions have arisen over why warning systems appeared to have failed after a 7.5 magnitude earthquake off the coast of Indonesia on Friday. The confirmed death toll from the quake and subsequent tsunami had reached 844 by Monday and was expected to rise further. “The problem was the communication between local authorities and people, for example on the beach, such as in Sulawesi,” Joern Lauterjung, Director Geoservices at GFZ, told Reuters TV. Germany provided a warning system developed by GFZ to Indonesia after a devastating tsunami killed 226,000 people in 2004. Lauterjung said that system worked as planned, predicting waves up to three meters northwest of Sulawesi. “If you look at the entire warning chain from the creation of a warning signal up to the last mile, as we call it, up to the local population in danger, there was a problem there,” he said. “For example, it appears sirens did not work and there were no warnings via loudspeaker vans from police to the local population,” he added. ",Weltnachrichten,2018-10-01 00:00:00,Reuters
